GrLivArea,OverallQual,Neighborhood,GarageCars,BsmtQual,YearBuilt,MSSubClass,SaleType,Condition1,BsmtExposure,MasVnrArea,KitchenQual,SalePrice
2217,8,NAmes,2,TA,1970,20,WD,Norm,Gd,0.0,Gd,268000
1505,6,NAmes,2,TA,1953,20,WD,Feedr,No,90.0,TA,149500
924,5,NAmes,2,TA,1949,50,WD,Artery,Mn,0.0,TA,122900
1683,6,Sawyer,2,TA,1978,60,WD,Norm,No,92.0,TA,172500
1068,6,Sawyer,1,TA,1963,20,WD,Norm,No,0.0,TA,154500
1796,6,NAmes,2,TA,1963,60,WD,Norm,No,415.0,TA,140000
951,4,IDOTRR,1,TA,1936,30,WD,Norm,No,0.0,TA,106500
2364,9,NridgHt,3,Ex,2009,20,New,Norm,Gd,760.0,Ex,611657
1236,5,Sawyer,1,TA,1961,20,WD,Feedr,No,0.0,TA,135000
1306,5,NAmes,1,TA,1957,20,WD,Norm,Mn,0.0,TA,153000
1509,7,Gilbert,2,Gd,2003,60,WD,Norm,No,0.0,Gd,180000
1670,7,Gilbert,3,Gd,2006,20,New,Norm,No,27.0,Gd,240000
1063,5,NAmes,1,TA,1954,20,WD,Norm,No,110.0,TA,128000
1636,8,Somerst,3,Gd,2006,20,WD,Norm,No,208.0,Gd,255000
2057,7,Crawfor,1,Gd,1936,50,WD,Norm,No,0.0,Gd,250000
1484,6,Gilbert,2,Gd,2005,60,WD,Norm,No,0.0,Gd,174000
2274,5,NAmes,2,TA,1960,90,WD,Feedr,No,361.0,TA,154300
1015,5,BrkSide,1,TA,1925,30,WD,Norm,No,0.0,TA,88000
2002,5,Crawfor,3,TA,1949,90,WD,Norm,No,0.0,TA,145000
1224,6,Somerst,2,Gd,2009,160,New,Norm,Av,76.0,Gd,173733
1092,4,MeadowV,1,TA,1970,160,WD,Norm,No,80.0,TA,75000
480,2,IDOTRR,1,TA,1949,20,WD,Norm,Av,0.0,TA,35311
2127,7,SawyerW,3,Ex,1991,60,WD,Norm,Mn,0.0,Gd,238000
1414,6,NAmes,2,Gd,1958,20,WD,Norm,No,0.0,TA,176500
1721,6,SawyerW,2,Gd,1994,60,WD,Norm,No,105.0,Gd,201000
1316,6,Gilbert,2,Gd,2005,20,New,RRAn,No,0.0,Gd,169990
1617,6,SawyerW,2,Gd,1993,120,WD,Norm,No,0.0,Gd,193000
1686,6,NWAmes,2,Gd,1980,20,WD,Norm,No,157.0,TA,207500
2374,8,NridgHt,3,Gd,2003,60,WD,Norm,No,340.0,Ex,285000
1466,8,Timber,3,Gd,2007,20,WD,Norm,Av,0.0,Gd,201000
925,5,NAmes,1,TA,1965,20,WD,Norm,No,0.0,TA,117500
1905,9,Somerst,3,Ex,2006,20,WD,RRNn,No,302.0,Ex,320000
1500,7,CollgCr,2,Gd,2004,20,WD,Norm,Av,210.0,Gd,190000
2069,7,NAmes,2,Gd,1960,20,WD,PosA,Gd,0.0,Gd,242000
747,4,BrkSide,2,Fa,1926,30,WD,Norm,Mn,108.0,TA,79900
1971,7,Somerst,2,Gd,2005,60,WD,Norm,Mn,0.0,Gd,253000
1962,7,CollgCr,3,Gd,2006,60,New,Norm,Mn,0.0,Gd,239799
1728,6,Mitchel,2,TA,1976,90,WD,Norm,Gd,0.0,TA,150900
1632,5,Mitchel,2,TA,1967,90,WD,Norm,Av,0.0,TA,143000
1869,5,OldTown,2,TA,1890,50,WD,Norm,No,0.0,TA,124900
1144,5,NAmes,1,TA,1959,80,WD,Norm,Av,128.0,TA,143000
1629,8,Timber,3,Gd,2002,20,WD,Norm,Av,236.0,Gd,270000
1381,6,NWAmes,2,TA,1972,20,WD,Norm,No,0.0,Gd,197500
864,5,NAmes,2,TA,1950,20,WD,Norm,No,0.0,Gd,129000
965,5,SawyerW,1,TA,1965,20,WD,Norm,No,0.0,TA,119900
768,5,CollgCr,1,Gd,1972,85,WD,Norm,Av,0.0,TA,133900
1958,6,Crawfor,2,Gd,1946,90,WD,Norm,No,423.0,TA,145000
1229,6,Blueste,2,Gd,1980,160,WD,Norm,No,0.0,TA,124000
1057,5,Sawyer,2,TA,1962,20,WD,Norm,No,0.0,TA,132000
1337,7,CollgCr,2,Gd,2003,20,WD,Norm,Mn,0.0,Gd,185000
1416,7,Somerst,2,Gd,1999,160,WD,Norm,No,0.0,Gd,155000
1548,6,NPkVill,2,Gd,1976,160,WD,Norm,No,0.0,Gd,155000
1800,9,CollgCr,2,Ex,2007,20,WD,Norm,No,0.0,Ex,239000
1894,7,Timber,2,Gd,2002,60,WD,Norm,No,44.0,Gd,214900
1484,6,Gilbert,2,Gd,2005,60,New,RRAn,No,0.0,Gd,178900
1308,5,Crawfor,1,TA,1940,50,WD,Norm,No,0.0,TA,160000
1095,6,NAmes,1,TA,1958,190,ConLD,Norm,Gd,105.0,TA,140000
1626,7,NridgHt,2,Gd,2003,160,WD,Norm,No,106.0,Gd,173000
918,6,SawyerW,1,Gd,1979,120,WD,Norm,No,0.0,TA,99500
2019,7,BrkSide,2,Gd,1910,70,WD,RRAn,No,0.0,Gd,167500
894,4,Edwards,2,TA,1954,20,WD,Norm,No,0.0,TA,110000
1121,5,Sawyer,2,TA,1963,20,WD,Feedr,No,0.0,TA,139000
2612,8,NoRidge,3,Gd,1998,60,WD,Norm,No,975.0,Gd,336000
1266,7,Blmngtn,2,Gd,2007,20,WD,Norm,Av,16.0,Gd,159895
1164,5,Edwards,1,TA,1950,190,ConLD,Norm,No,0.0,TA,125000
1635,6,OldTown,1,TA,1910,50,WD,Feedr,No,0.0,Gd,117000
1940,9,NridgHt,3,Ex,2009,20,New,Norm,Av,450.0,Ex,395192
1576,7,Somerst,2,Gd,2006,60,New,Norm,No,0.0,Gd,197000
2392,8,NoRidge,3,Gd,1997,60,WD,Norm,No,423.0,Gd,348000
1742,8,OldTown,2,TA,1882,70,WD,Artery,No,0.0,Gd,168000
1851,6,NAmes,2,TA,1964,60,WD,Norm,Gd,340.0,Gd,187000
1500,6,CollgCr,2,Gd,2005,60,New,Norm,No,0.0,Gd,173900
1718,10,NridgHt,3,Ex,2006,20,WD,Norm,Gd,230.0,Ex,337500
1230,4,BrkSide,1,TA,1946,50,WD,Feedr,No,0.0,TA,121600
1077,3,IDOTRR,1,TA,1922,30,WD,Norm,No,0.0,TA,91000
1208,7,CollgCr,2,Gd,2006,20,WD,Norm,Av,24.0,Gd,206000
691,5,OldTown,1,Fa,1920,30,WD,Norm,No,0.0,Ex,86000
1574,8,Somerst,3,Gd,2006,20,WD,RRAn,No,53.0,Gd,232000
1504,7,Blmngtn,2,Gd,2005,120,WD,Norm,No,16.0,Gd,181000
985,5,CollgCr,1,Gd,1977,80,WD,Norm,Av,220.0,TA,149900
1092,4,MeadowV,1,TA,1970,160,WD,Norm,No,0.0,TA,88000
1710,7,Mitchel,2,Ex,2004,20,WD,Norm,Mn,108.0,Gd,240000
1271,5,Sawyer,1,TA,1948,50,WD,Norm,No,0.0,TA,135000
1502,6,Crawfor,1,TA,1923,70,WD,Norm,No,0.0,Gd,165000
1022,5,OldTown,1,TA,1910,30,WD,Norm,No,0.0,TA,85000
1082,6,NAmes,1,TA,1948,20,WD,Artery,No,206.0,TA,119200
1665,8,NWAmes,2,Gd,2001,60,WD,Norm,No,0.0,Gd,227000
1504,7,CollgCr,2,Gd,1996,20,WD,Norm,Gd,196.0,Gd,203000
1506,7,Blmngtn,2,Gd,2005,120,WD,Norm,Gd,145.0,Gd,213490
1132,4,Edwards,2,Gd,2005,20,WD,Norm,No,0.0,Gd,176000
1220,7,CollgCr,2,Gd,2006,20,New,Norm,Av,84.0,Gd,194000
1248,5,OldTown,1,TA,1930,50,WD,Norm,No,0.0,TA,87000
1504,7,Blmngtn,2,Gd,2005,120,WD,Norm,No,14.0,Gd,191000
882,5,CollgCr,2,TA,1972,20,WD,Norm,No,0.0,TA,112500
1264,5,NAmes,2,TA,1960,20,WD,Feedr,No,324.0,TA,167500
1646,8,Timber,3,Gd,2007,20,New,Norm,Gd,338.0,Gd,293077
1376,5,NAmes,1,TA,1941,50,WD,Artery,No,0.0,TA,105000
1218,6,BrDale,1,TA,1972,160,WD,Norm,No,281.0,TA,118000
3082,7,SWISU,2,TA,1920,75,WD,Norm,No,0.0,TA,197000
954,5,Crawfor,1,Fa,1938,30,WD,Norm,No,0.0,Fa,119750
1620,9,Timber,3,Ex,2007,20,WD,Norm,Gd,70.0,Ex,315500
630,4,MeadowV,1,Gd,1970,180,WD,Norm,Av,0.0,TA,80000
1803,5,Sawyer,2,TA,1957,20,WD,Norm,No,67.0,TA,155000
1306,6,NridgHt,2,Gd,2005,120,WD,Norm,Av,135.0,Gd,196000
2329,7,SawyerW,2,Gd,1990,60,WD,Norm,No,99.0,Gd,262280
2524,8,NWAmes,2,Gd,1981,20,WD,PosN,No,0.0,Gd,278000
2868,9,StoneBr,3,Ex,2005,60,New,Norm,Av,208.0,Ex,556581
990,5,CollgCr,2,Gd,1994,20,WD,Norm,No,0.0,TA,145000
1302,7,Gilbert,2,Gd,2007,20,New,Norm,Av,0.0,Gd,176485
1316,7,CollgCr,2,Gd,2007,20,New,Norm,Av,0.0,Gd,200141
1977,6,NAmes,2,TA,1964,60,WD,Artery,No,272.0,TA,165000
1526,5,Edwards,1,TA,1957,20,WD,Norm,Av,145.0,TA,144500
1989,8,CollgCr,2,Gd,2002,60,WD,Norm,Mn,210.0,Gd,255000
1523,6,NWAmes,2,Gd,1976,20,COD,Norm,No,160.0,TA,180000
1364,7,NridgHt,2,Gd,2005,120,WD,Norm,Av,240.0,Gd,185850
2184,9,NridgHt,3,Ex,2008,60,WD,Norm,Av,154.0,Ex,335000
1338,8,StoneBr,2,Gd,2001,120,WD,Norm,Mn,0.0,Gd,213500
894,3,IDOTRR,3,TA,1935,30,ConLD,Norm,No,0.0,TA,81000
2337,5,OldTown,2,TA,1900,190,WD,Norm,No,0.0,TA,90000
1103,6,OldTown,2,TA,1925,30,WD,Artery,No,0.0,Gd,110500
2260,7,ClearCr,2,Ex,1996,60,WD,Norm,Gd,0.0,Gd,328000
1571,6,Gilbert,2,Gd,1993,60,WD,Norm,No,0.0,TA,178000
1611,6,NAmes,2,TA,1964,60,WD,Norm,Gd,360.0,TA,167900
2521,6,MeadowV,2,Gd,1973,160,WD,Norm,No,0.0,TA,151400
893,5,NAmes,2,TA,1949,45,WD,Norm,No,0.0,Gd,135000
1048,5,NAmes,1,TA,1956,20,WD,Norm,No,120.0,TA,135000
1556,6,NWAmes,2,TA,1968,60,WD,RRAn,No,0.0,TA,154000
1456,5,Edwards,1,Fa,1948,50,WD,Artery,Mn,0.0,TA,91500
1426,6,Edwards,2,TA,1977,60,WD,Norm,No,140.0,TA,159500
1240,7,CollgCr,3,Gd,2006,20,WD,Norm,Av,0.0,Gd,194000
1740,7,Crawfor,1,TA,1940,70,CWD,Norm,No,0.0,TA,219500
1466,5,OldTown,2,Fa,1936,50,WD,Norm,No,0.0,Gd,170000
848,6,CollgCr,2,Gd,2004,120,WD,Norm,Mn,169.0,Gd,155900
990,5,CollgCr,1,Gd,1994,20,WD,Norm,No,0.0,TA,126000
1258,6,NWAmes,2,TA,1971,20,COD,Norm,No,144.0,Gd,145000
1040,5,Sawyer,1,TA,1963,20,WD,Feedr,No,0.0,TA,133000
1459,7,CollgCr,2,Gd,2002,20,WD,Norm,No,100.0,Gd,192000
1251,6,NAmes,1,TA,1964,20,WD,Norm,No,425.0,TA,160000
996,6,SawyerW,2,Gd,1992,85,WD,Norm,Av,0.0,Gd,147000
1953,8,Somerst,3,Gd,2005,60,WD,Norm,Mn,0.0,Gd,252000
1709,7,Edwards,2,Gd,2004,160,WD,Norm,No,50.0,Gd,137500
1247,8,Somerst,2,Gd,2005,120,WD,Norm,No,0.0,Gd,197000
1252,7,Somerst,2,Gd,1999,160,WD,Norm,No,212.0,Gd,160000
1694,6,SWISU,2,TA,1925,50,WD,Norm,No,0.0,TA,136500
1200,5,NAmes,2,TA,1965,20,WD,Feedr,Mn,166.0,Gd,146000
936,5,NAmes,1,TA,1956,20,WD,Norm,No,0.0,TA,129000
1314,6,CollgCr,2,Gd,2006,20,WD,Norm,No,0.0,Gd,176432
1324,4,BrkSide,1,TA,1936,50,WD,Norm,No,0.0,TA,128000
1601,7,NWAmes,2,Gd,1978,20,COD,RRAn,No,206.0,TA,157000
438,2,SWISU,1,TA,1920,30,WD,Norm,No,0.0,Fa,60000
950,5,NAmes,1,TA,1971,20,WD,Norm,No,0.0,TA,119500
1134,5,NAmes,1,TA,1960,20,WD,Norm,No,45.0,TA,135000
1194,6,NAmes,2,TA,1959,20,WD,Norm,Mn,0.0,TA,159500
1302,5,BrDale,2,TA,1970,160,WD,Norm,No,304.0,TA,106000
2622,8,NoRidge,2,Ex,1994,60,WD,Norm,Av,362.0,Gd,325000
1442,7,SawyerW,2,Gd,1990,20,WD,Feedr,Mn,0.0,Gd,179900
2021,7,Gilbert,2,Ex,2006,60,New,Norm,No,0.0,Gd,274725
1836,8,NridgHt,3,Ex,2004,20,WD,Norm,Mn,42.0,Gd,280000
1964,7,NWAmes,2,TA,1976,60,WD,Norm,No,660.0,TA,205000
816,5,NAmes,1,TA,1957,20,WD,Norm,No,0.0,TA,129900
1008,5,NAmes,1,TA,1953,20,WD,Norm,No,0.0,Gd,134500
833,5,OldTown,1,TA,1954,20,WD,Norm,No,0.0,Gd,117000
1734,8,NridgHt,3,Ex,2007,20,New,Norm,No,328.0,Ex,318000
894,5,Sawyer,2,TA,1967,20,WD,Feedr,No,0.0,Gd,130000
1601,5,Sawyer,1,TA,1958,80,WD,Norm,No,0.0,TA,140000
1040,5,NAmes,1,TA,1959,20,WD,Norm,No,0.0,TA,133700
1012,6,IDOTRR,1,TA,1920,30,WD,Norm,No,0.0,TA,118400
1552,7,CollgCr,3,Gd,2005,20,New,Norm,Av,196.0,Gd,212900
1005,4,NAmes,2,TA,1955,20,WD,Norm,No,0.0,Fa,115000
1555,7,Blmngtn,3,Gd,2007,120,WD,Norm,No,130.0,Gd,174000
1530,7,Gilbert,3,Gd,2004,20,WD,Norm,Av,0.0,Gd,259000
1959,7,Gilbert,2,Gd,2004,60,WD,Norm,Av,0.0,Gd,215000
936,5,OldTown,2,Gd,1980,90,WD,Norm,Gd,180.0,TA,140000
1981,4,SWISU,2,TA,1928,50,WD,Norm,No,0.0,Gd,135000
2210,6,OldTown,1,TA,1880,70,WD,Norm,Mn,0.0,Fa,117500
2020,8,SawyerW,2,Gd,1995,60,WD,Norm,No,0.0,Gd,239500
1600,6,Gilbert,2,Gd,1997,60,WD,Norm,Av,0.0,TA,169000
986,6,BrkSide,1,TA,1926,30,WD,Norm,No,0.0,TA,102000
1252,6,NAmes,1,TA,1950,50,WD,Norm,No,0.0,TA,119000
1167,5,BrkSide,2,TA,1920,30,WD,Norm,No,0.0,TA,144000
952,5,NAmes,2,TA,1951,20,COD,Norm,Mn,0.0,TA,139000
2828,8,CollgCr,3,Ex,2006,60,New,Norm,Gd,340.0,Gd,424870
924,4,Edwards,1,Gd,1941,190,WD,Norm,No,0.0,Fa,80000
1576,5,BrkSide,1,TA,1928,50,WD,Norm,No,0.0,TA,149000
1564,7,Crawfor,1,TA,1941,70,WD,Norm,No,0.0,Fa,174500
1482,7,OldTown,2,TA,1920,70,WD,Artery,No,0.0,TA,143000
932,6,NAmes,1,TA,1950,20,WD,Norm,No,0.0,Gd,124000
1466,5,Edwards,2,TA,1959,20,WD,Norm,No,132.0,Fa,149900
1811,6,Crawfor,2,TA,1956,20,WD,Norm,No,0.0,Ex,230000
1437,5,Veenker,2,Gd,1976,20,WD,Norm,Gd,0.0,Gd,218000
1265,5,NAmes,2,TA,1965,80,WD,Norm,Gd,0.0,Gd,179900
1314,7,NridgHt,2,Gd,2007,120,WD,Norm,No,166.0,Gd,230000
1580,8,Somerst,3,Gd,2007,20,ConLD,Feedr,No,186.0,Gd,235128
1876,6,NWAmes,2,TA,1974,60,WD,Norm,No,270.0,Gd,185000
1456,6,NPkVill,2,Gd,1978,160,WD,Norm,No,0.0,TA,146000
894,5,Sawyer,2,Gd,1968,20,WD,Norm,No,0.0,TA,129000
1258,4,Sawyer,2,Gd,1969,90,WD,Feedr,Av,0.0,TA,108959
1502,7,NridgHt,2,Gd,2009,20,New,Norm,No,268.0,Gd,233170
1694,8,CollgCr,3,Gd,2008,20,WD,Norm,Av,72.0,Gd,245350
1671,6,Gilbert,2,Gd,2000,60,WD,RRAn,No,0.0,TA,173000
2108,6,Edwards,2,TA,1935,70,WD,Norm,No,0.0,Gd,235000
3627,10,NoRidge,3,Ex,1995,60,WD,Norm,Gd,1378.0,Gd,625000
1118,6,Mitchel,1,TA,1977,80,WD,Norm,Av,0.0,TA,171000
1261,6,NAmes,2,TA,1958,20,WD,Norm,No,0.0,TA,163000
1250,7,Somerst,2,Gd,2006,160,WD,Norm,No,0.0,Gd,171900
2345,6,Crawfor,2,Gd,1932,70,WD,Norm,No,0.0,TA,239000
2872,8,NoRidge,2,Gd,1992,50,WD,Norm,No,337.0,Gd,285000
923,5,Mitchel,1,TA,1984,20,WD,Norm,No,0.0,TA,119500
1343,5,Crawfor,1,TA,1921,50,WD,Norm,No,0.0,TA,154900
1652,8,Crawfor,2,Ex,2008,120,New,Norm,Gd,186.0,Gd,392500
4476,10,NoRidge,3,Ex,1996,60,WD,Norm,Av,0.0,Ex,745000
1130,5,OldTown,2,TA,1920,30,WD,Norm,No,0.0,TA,120000
1572,5,Timber,3,TA,1963,20,WD,Norm,Gd,226.0,TA,186700
1221,5,Edwards,1,TA,1924,50,WD,Norm,No,0.0,TA,104900
1699,3,OldTown,2,Fa,1900,190,WD,Artery,Mn,0.0,TA,95000
1624,8,NoRidge,3,Gd,1994,20,WD,Norm,No,0.0,Gd,262000
1660,7,CollgCr,2,Gd,2002,60,WD,Norm,No,95.0,Gd,195000
1804,7,Gilbert,2,TA,1999,60,WD,Norm,No,0.0,Gd,189000
1441,8,Somerst,2,Gd,1999,160,WD,Norm,No,456.0,Gd,174000
1472,5,OldTown,1,TA,1925,50,WD,Norm,Mn,0.0,Gd,125000
1352,6,Sawyer,1,TA,1969,60,WD,Norm,No,143.0,TA,158000
1456,6,Gilbert,2,Gd,2005,60,WD,Norm,No,0.0,Gd,176000
1863,7,Gilbert,3,Gd,2006,60,New,Norm,Av,0.0,Gd,219210
1690,7,OldTown,1,TA,1916,75,ConLw,Norm,No,0.0,TA,144000
1212,7,CollgCr,2,Gd,2001,20,WD,Norm,No,0.0,Gd,178000
1382,4,Sawyer,2,TA,1963,20,WD,Norm,No,51.0,TA,148000
864,4,NAmes,1,TA,1970,20,Oth,Norm,No,0.0,TA,116050
1779,7,CollgCr,2,Gd,1998,60,WD,Norm,Av,0.0,Gd,197900
1348,5,BrkSide,1,TA,1925,50,WD,Norm,No,0.0,TA,117000
1630,7,CollgCr,2,Gd,2000,20,WD,Norm,No,171.0,Gd,213000
1074,5,NWAmes,2,Gd,1975,20,WD,Norm,No,0.0,TA,153500
2196,7,SawyerW,3,Gd,1990,20,WD,Norm,Mn,234.0,Gd,271900
1700,6,CollgCr,2,Gd,2003,20,WD,Norm,Av,120.0,Gd,200000
1283,5,NAmes,2,TA,1962,20,WD,Norm,No,0.0,TA,140000
1660,8,Somerst,2,Ex,2006,20,New,RRNn,Mn,420.0,Gd,290000
1845,6,SawyerW,2,Gd,1992,60,WD,Norm,No,0.0,Gd,189000
1752,8,Gilbert,2,Gd,1988,50,WD,Norm,Av,0.0,TA,164000
672,4,Edwards,1,TA,1941,30,WD,Norm,No,0.0,TA,113000
999,5,NAmes,1,TA,1962,85,WD,Norm,Av,0.0,TA,134500
894,5,Sawyer,1,TA,1966,20,WD,Norm,No,0.0,TA,125000
1314,8,Somerst,2,Gd,2009,20,New,Norm,Mn,72.0,Gd,229456
912,5,NAmes,1,TA,1964,20,WD,Norm,No,0.0,TA,115000
1211,5,Sawyer,1,TA,1968,20,WD,Feedr,No,0.0,TA,134000
1846,6,NAmes,1,TA,1949,50,WD,Artery,Mn,320.0,TA,143000
2136,5,NAmes,2,TA,1951,20,WD,Norm,No,44.0,TA,137900
1490,7,Gilbert,2,Gd,2004,60,WD,RRAn,Av,0.0,Gd,184000
1138,6,NAmes,1,TA,1958,80,WD,Norm,Av,63.0,TA,145000
1933,6,Somerst,3,Gd,2007,60,WD,Feedr,Mn,74.0,Gd,214000
912,5,NAmes,2,TA,1965,20,WD,Norm,No,300.0,Gd,147000
1702,9,NridgHt,3,Ex,2008,120,New,Norm,No,766.0,Ex,367294
1507,5,NAmes,1,TA,1960,80,WD,Norm,No,0.0,TA,127000
1190,5,NAmes,2,TA,1962,90,WD,Norm,Av,120.0,TA,132500
1784,5,Crawfor,1,Gd,1914,70,WD,Norm,Mn,0.0,TA,138887
1626,7,NridgHt,2,Gd,2003,160,WD,Norm,No,106.0,Gd,175500
1948,7,CollgCr,2,Gd,2004,60,WD,Norm,No,0.0,Gd,195000
1141,6,SawyerW,2,Gd,2005,20,WD,RRAe,No,0.0,TA,142500
1484,8,Timber,2,Gd,2006,20,WD,Norm,Av,32.0,Ex,265900
1768,7,CollgCr,2,Gd,2003,60,WD,Norm,No,252.0,Gd,224900
1689,7,Somerst,3,Gd,2007,20,New,Norm,Av,0.0,Gd,248328
1173,7,NWAmes,2,Gd,1974,85,WD,Norm,Gd,81.0,Gd,170000
1868,6,NWAmes,2,Gd,1984,80,WD,Norm,No,74.0,TA,178000
1553,7,Somerst,2,Gd,2005,60,New,Norm,No,0.0,Gd,186500
2058,6,OldTown,2,Gd,1917,75,WD,Norm,No,0.0,TA,129500
988,5,NAmes,1,TA,1950,20,WD,Norm,No,0.0,TA,119000
2110,7,NAmes,2,TA,1968,20,WD,Norm,No,0.0,Ex,244000
874,5,Mitchel,1,TA,1968,20,WD,Norm,No,0.0,TA,130000
1656,7,Edwards,2,Gd,2003,60,WD,Norm,No,92.0,Gd,165400
1367,6,BrkSide,1,TA,1931,50,WD,Norm,No,0.0,TA,127500
1987,8,NoRidge,2,Gd,1994,20,WD,Norm,Gd,554.0,Gd,301500
1166,7,Gilbert,2,Gd,2005,80,WD,Norm,Gd,182.0,Gd,190000
1054,6,NAmes,2,Gd,1969,20,WD,Norm,No,0.0,TA,151000
1050,5,NAmes,1,TA,1956,20,WD,Norm,No,0.0,TA,128900
1824,6,BrkSide,2,TA,1919,70,WD,Norm,No,0.0,TA,180500
1337,6,NAmes,2,Gd,1998,120,COD,Norm,No,0.0,Gd,181000
1452,7,Somerst,2,Gd,1999,160,WD,Norm,No,218.0,Gd,183900
1889,7,OldTown,1,TA,1910,190,WD,Feedr,No,0.0,TA,122000
2018,9,Timber,3,Ex,2008,20,WD,Norm,Gd,0.0,Ex,378500
1524,5,NAmes,1,TA,1958,50,WD,Feedr,No,180.0,TA,144000
1357,6,Edwards,1,TA,1959,80,WD,Norm,Av,84.0,Ex,177000
1250,5,Crawfor,2,TA,1910,50,WD,Norm,No,0.0,TA,139000
1920,5,NAmes,2,TA,1948,90,WD,Feedr,No,567.0,TA,137000
1128,4,IDOTRR,2,TA,1920,50,COD,Norm,No,0.0,TA,68400
1573,7,CollgCr,2,Gd,2002,20,WD,Norm,No,110.0,Gd,227000
1339,7,Timber,2,Gd,1990,20,WD,Norm,No,54.0,TA,180000
1040,5,CollgCr,2,Gd,1977,20,WD,Norm,Mn,0.0,Gd,150500
2447,6,SWISU,1,TA,1919,50,WD,Feedr,No,0.0,Gd,169000
1412,6,BrkSide,1,TA,1939,50,WD,Norm,No,0.0,TA,132500
1659,8,StoneBr,2,Gd,2000,120,WD,Norm,No,0.0,Ex,278000
1970,8,NridgHt,3,Gd,2006,60,New,Norm,Mn,788.0,Ex,281000
1302,5,BrDale,1,TA,1972,160,WD,Norm,No,268.0,TA,119500
2372,5,OldTown,1,TA,1892,70,WD,Norm,No,0.0,TA,107500
1664,7,NWAmes,2,Gd,1976,60,WD,Norm,No,0.0,TA,162900
864,5,Edwards,2,TA,1955,20,WD,Norm,No,0.0,TA,115000
1052,5,NAmes,1,TA,1968,20,WD,Feedr,Av,168.0,TA,138500
1128,5,NAmes,2,TA,1963,20,WD,Norm,Mn,148.0,TA,155000
1072,6,Edwards,2,Gd,2005,180,New,Norm,Gd,82.0,TA,140000
5642,10,Edwards,2,Ex,2008,60,New,Feedr,Gd,796.0,Ex,160000
1246,5,NAmes,1,TA,1959,20,WD,Norm,No,0.0,Gd,154000
2526,8,NoRidge,3,Gd,1994,60,WD,Norm,No,391.0,Gd,290000
1616,7,Somerst,3,Gd,2005,20,WD,Norm,Av,228.0,Gd,232000
1708,7,Edwards,2,Gd,2004,160,WD,Norm,No,117.0,Gd,130000
1652,9,NridgHt,2,Ex,2006,20,WD,Norm,No,300.0,Ex,325000
1368,7,NridgHt,2,Gd,2005,120,New,Norm,No,94.0,Gd,202500
990,5,CollgCr,2,Gd,1994,20,WD,Norm,No,0.0,TA,138000
1122,5,OldTown,2,TA,1948,20,WD,Norm,No,0.0,Gd,147000
1902,7,Crawfor,2,Gd,1959,20,WD,PosA,Av,0.0,Ex,335000
1274,7,CollgCr,2,Gd,2005,20,New,Norm,No,80.0,Gd,203000
2599,9,NoRidge,3,Gd,1999,60,WD,Norm,No,165.0,Gd,333168
948,4,Edwards,1,TA,1954,20,WD,Norm,No,0.0,TA,119000
2112,6,NAmes,2,Fa,1969,60,WD,Norm,Mn,0.0,TA,206900
1630,8,CollgCr,3,Ex,2008,20,WD,Norm,Gd,270.0,Ex,295493
1352,7,Somerst,2,Ex,2006,120,New,Norm,No,0.0,Gd,208900
948,4,Edwards,1,TA,1954,20,WD,Norm,No,132.0,TA,111000
1478,6,NAmes,2,TA,1957,20,WD,Norm,No,0.0,TA,156500
1923,7,NoRidge,2,Gd,1992,60,WD,Norm,No,0.0,Gd,190000
1795,8,Somerst,3,Ex,2006,20,New,Norm,Av,428.0,Gd,147000
816,5,Mitchel,1,TA,1982,20,WD,Norm,No,0.0,Gd,130500
2792,6,OldTown,2,Gd,1920,50,WD,Norm,No,0.0,TA,256000
1632,7,Gilbert,2,Gd,1998,60,WD,Norm,No,0.0,TA,176500
1588,8,Somerst,3,Gd,2006,20,WD,Norm,Av,410.0,Gd,227000
954,5,CollgCr,2,TA,1976,80,WD,Norm,Av,0.0,TA,132500
816,4,Edwards,1,TA,1938,20,WD,Norm,Mn,0.0,TA,100000
1360,5,IDOTRR,1,TA,1938,50,WD,Norm,No,0.0,Gd,125500
1365,5,BrDale,2,TA,1970,160,WD,Norm,No,312.0,TA,125000
1334,6,NWAmes,2,Gd,1977,20,WD,Norm,No,360.0,TA,167900
1656,5,NWAmes,2,TA,1973,90,WD,Feedr,No,564.0,TA,135000
1861,7,CollgCr,2,Gd,2002,60,WD,Norm,No,0.0,Gd,200000
864,5,CollgCr,1,TA,1972,20,WD,Norm,Mn,0.0,TA,128500
872,4,NAmes,4,TA,1971,20,WD,Norm,No,0.0,TA,123000
1114,6,SawyerW,2,Gd,2003,20,WD,RRAe,No,0.0,Gd,155000
1913,6,Crawfor,2,TA,1928,50,WD,Norm,No,0.0,TA,177000
1456,7,CollgCr,2,Gd,2006,60,New,Norm,No,0.0,Gd,155835
960,4,OldTown,1,TA,1920,30,WD,Norm,No,0.0,Fa,108500
1776,8,Timber,3,Ex,2006,20,New,Norm,Gd,100.0,Gd,283463
2634,5,NAmes,4,TA,1969,90,WD,Artery,No,368.0,TA,200000
1716,6,NAmes,2,TA,1962,60,WD,Norm,No,318.0,TA,171000
1176,6,BrkSide,2,TA,1937,50,WD,Norm,No,0.0,TA,134900
3238,8,NoRidge,3,Gd,1995,50,WD,Norm,Av,579.0,Gd,410000
1920,7,NWAmes,2,TA,1968,80,WD,Norm,No,143.0,Gd,170000
